,Unnamed: 0,id,機構名稱,地址,連絡人,連絡電話,Email,距離(km),lat,lng
31,31,32,曙光動物醫院,新北市板橋區中山路一段309號1樓 room,蔡長杰,02-29529000,dawn0727@mail2000.com.tw,,22.75753,120.26594
32,32,33,樂喆動物醫院,新北市板橋區三民路二段203-4號 room,蔡岱珈,02-29555781,lajoieah@gmail.com,,22.75753,120.26594
33,33,34,狗窩寵物精品店,新北市板橋區四川路一段87巷132號1樓 room,王新益,0918-787845,t22661234@uahoo.com.tw,,22.75753,120.26594
34,34,35,寵愛牠工作室,新北市板橋區大豐里13鄰忠孝路48巷4弄11號1樓 room,陳爾傑,,,,22.75753,120.26594
35,35,36,泰豪寵物,新北市板橋區縣民大道3段32號 room,林泓旭,02-29543698,harry617811@gmail.com,,22.75753,120.26594
36,36,37,首選寵物店,新北市板橋區懷德街233巷9號1樓 room,蕭厚字,,,,22.75753,120.26594
37,37,38,拉拉熊寵物生活館,新北市板橋區大觀路3段142-1號1樓 room,郭佩怡,0903368236,,,22.75753,120.26594
38,38,39,萌寵殿堂,新北市板橋區民生路2段234巷2弄13號1樓 room,郭玨廷,,,,22.75753,120.26594
39,39,40,推薦的寵物店,新北市板橋區龍泉街108巷48號1樓 room,林澤,,,,22.75753,120.26594
40,40,41,雅將企業社,新北市板橋區永豐街55巷27弄3號1樓 room,曾國凱,02-29640853,,,22.75753,120.26594
41,41,42,萌萌噠寵物生活館error,新北市板橋區南雅西路2段222號 room,林雅緁,0905653588,ru861157@gmail.com,,22.75753,120.26594
42,42,43,瑪利寵物美容館,新北市板橋區新海路413號1樓 room,林聖欽,02-82596565,,,22.75753,120.26594
43,43,44,馬吉家族寵物館,新北市板橋區中正路132號1樓 room,林聖欽,02-29656585,yingfeng.chang@gmail.com,,22.75753,120.26594
44,44,45,萌犬寵物店,新北市板橋區萬安街53巷32號 room,林伯峰,,a0986951028@gmail.com,,22.75753,120.26594
45,45,46,魔法森林企業社,新北市板橋區南雅西路2段301巷39號1樓 room,劉以蓉,,,,22.75753,120.26594
46,46,47,凱莉貓舍,新北市板橋區松柏街50巷37號 room,洪蔡佳芬,,,,22.75753,120.26594
47,47,48,汪汪本舖,新北市板橋區板新路16號1樓 room,陳鴻棋,,,,22.75753,120.26594
48,48,49,狗狗賣幼犬的寵物店,新北市板橋區民生路3段293號1樓 room,吳彥儒,0905990761,,,22.75753,120.26594
49,49,50,公園買狗賣狗的寵物店,新北市板橋區中正路360巷15號 room,張明賢,0909310464,,,22.75753,120.26594
50,50,51,寵物時光館,新北市板橋區文化路1段117號1樓 room,王柔尹,,,,22.75753,120.26594
51,51,52,愛保寵物坊,新北市板橋區縣民大道2段200巷35號1樓 room,陳秀雲,02-29555399,d540422@gmail.com,,22.75753,120.26594
52,52,53,阿里巴巴寵萌館,新北市板橋區館前西路54號1樓 room,顧乾立,,lukiyun@yahoo.com.tw,,22.75753,120.26594
53,53,54,小雪球寵物店error,新北市板橋區民生路2段226巷30號1樓 room,李璟憲,0928629905,sparkingzx@gmail.com,,22.75753,120.26594
54,54,55,曼尼斯貓舍,新北市板橋區建國街109號 room,江幸芝,,subia0726@yahoo.com.tw,,22.75753,120.26594
55,55,56,靈犬寶貝寵物店,新北市板橋區華興街74號1樓 room,呂雅荷,29644919,victoria_enriqe@yahoo.com.tw,,22.75753,120.26594
56,56,57,南京寵物坊,新北市板橋區縣民大道3段400號1樓 room,蔡伯祥,0981126388,tbshiang@gmail.com,,22.75753,120.26594
57,57,58,帥帥寵物生活館,新北市板橋區漢生東路340巷10號1樓 room,廖祥鈞,,g9826709@gmail.com,,22.75753,120.26594
58,58,59,展翔動物醫院,新北市板橋區南雅西路2段97號 room,林彥銘,02-89650318,d95098@gmail.com,,22.75753,120.26594
59,59,60,雅格貓舍,新北市板橋區新生街89巷16號1樓 room,張淑珍,02-22570623,,,22.75753,120.26594
60,60,61,貓愛貓殿堂,新北市板橋區龍泉街124巷2號 room,蔡佳怡,0968800991,,,22.75753,120.26594
61,61,62,朵貓貓寵物工作室,新北市板橋區金門街372巷28號 room,謝其汶,0226852325,,,22.75753,120.26594
62,62,63,朵貓貓寵物工作室error,null room,謝其汶,,,,0.0,0.0
63,63,64,萌福寵物生活館,null room,阮智文,,,,0.0,0.0
64,64,65,小雪球寵物店,新北市板橋區民生路2段226巷30號 room,羅志明,,,,22.75753,120.26594
65,65,66,貓星股份有限公司,新北市板橋區重慶路346巷5號 room,謝政成,,tonyshieh@yahoo.com,,22.75753,120.26594
66,66,67,龍泉寵物店error,新北市板橋區龍泉街108巷48號 room,蕭厚字,0909913688,togher1997@gmail.com,,22.75753,120.26594
67,67,68,橙芯動物醫院,新北市板橋區華興里18鄰貴興路100號 room,唐彩庭,,,,22.75753,120.26594
68,68,69, 愛心堡動物醫院,新北市板橋區合宜一路69號 room,陳忠信,29680101,lovefield0423@gmail.com,,22.75753,120.26594
69,69,70,汪汪本鋪,新北市板橋區大觀路2段89號 room,葉冠輝,0909624304,,,22.75753,120.26594
70,70,71,漢城寵物用品百商行,新北市板橋區金門街253巷16弄2號 room,周宏志,0981899402,,,22.75753,120.26594
71,71,72,愛寶寵物沙龍,新北市板橋區中正里16鄰中正路348號 room,洪家豪,02-8961685,hong5271@gmail.com,,22.75753,120.26594
72,72,73,富寶寵物,新北市板橋區國光路160號 room,何明輝,29667000,mylife701213@hotmail.com,,22.75753,120.26594
73,73,74,日系柴犬寵物店,新北市板橋區板新路16號 room,簡伯揚,0903858262,,,22.75753,120.26594
74,74,75,青亞動物醫院,新北市板橋區光環路1段80號 room,謝青峰,29528989,mishra.tw@gmail.com,,22.75753,120.26594
75,75,76,亞哲動物醫院,新北市板橋區中山路2段388之4號 room,籃俊偉,0229646263,,,22.75753,120.26594
76,76,77,亞哲動物醫院,null room,籃俊偉,,,,0.0,0.0
77,77,78,三和動物醫院,新北市三重區三和路四段215巷13號 room,陳錦榮,0222803059,jlcstock@yahoo.com.tw,,22.75753,120.26594
78,78,79,愛生動物醫院,新北市三重區自強路四段107號 room,吳宗翰,0229804982,***@**.**.**,,22.75753,120.26594
79,79,80,正新動物醫院,新北市三重區中山里重新路三段87號1樓 room,陳平吉,0229881808,pyngjyi@ms1.eranet.net,,22.75753,120.26594
80,80,81,嘉興動物醫院,新北市三重區忠孝路一段24號1樓 room,康嘉哲,02-29866062,f830208@ms23.hinet.net,,22.75753,120.26594
81,81,82,佳佳獸醫院,新北市三重區重陽路一段20巷4號一樓 room,蕭雅玲,0229719531,hyL1205@ms15.hinet.net,,22.75753,120.26594
82,82,83,民生動物醫院,新北市三重區正義北路296號 room,章焜程,0229808154,,,22.75753,120.26594
83,83,84,茂生獸醫院,新北市三重區重新路一段62號 room,張國棟,0229757666,v9757666@pagic.net,,22.75753,120.26594
84,84,85,翰林獸醫院,新北市三重區三民街200號1樓 room,陳宗田,0229890089,affk@ms38.hinet.net,,22.75753,120.26594
85,85,86,來旺旺動物醫院,新北市三重區三和路四段266號 room,陳位全,22874710,A8C357u5@ms48.hinet.net,,22.75753,120.26594
86,86,87,自強動物醫院,新北市三重區自強路四段79號 room,張再興,02-89858011,,,22.75753,120.26594
87,87,88,青青動物醫院,新北市三重區重新路3段31-3號 room,呂彥青,29835687,vetprice@pchome.com.tw,,22.75753,120.26594
88,88,89,迦勒動物醫院,新北市三重區中正南路114號 room,吳沛聰,,caleb110116@gmail.com,,22.75753,120.26594
89,89,90,宏昇家畜醫院,新北市三重區正義北路307號1樓 room,王志朗,2983-898300#00,milk79420@gmail.com,,22.75753,120.26594
90,90,91,吉立動物醫院,新北市三重區中正北路10號1樓 room,蔡宗憲,2984-6306#00,***@**.**.**,,22.75753,120.26594
91,91,92,毛孩子動物醫院,新北市三重區福德北路71號 room,謝金偉,02-29774887,smallhhsieh@gmail.com,,22.75753,120.26594
92,92,93,德欣動物醫院,新北市三重區信義街4號 room,許俊隆,29738657,dexinah@gmail.com,,22.75753,120.26594
93,93,94,廣福動物醫院,新北市三重區自強路一段197號1樓 room,張譽耀,89836095,vmgaigai@gmail.com,,22.75753,120.26594
94,94,95,重安動物醫院,新北市三重區三和路三段20號1樓 room,魏家梅,02-29899503,wei681102@gmail.com,,22.75753,120.26594
95,95,96,台大頑皮動物醫院,新北市三重區溪尾街376號 room,王譽學,02-28573578,,,22.75753,120.26594
96,96,97,小森林動物醫院,新北市三重區集英路68號1樓 room,黃郁純,02-82872913,,,22.75753,120.26594
97,97,98,宏誠動物醫院,新北市三重區捷運路33號1-2樓 room,莊淳翔,02-29710123,b90609042@gmail.com,,22.75753,120.26594
98,98,99,溫晨發寵物生活館,新北市三重區仁愛街444號1樓 room,張長水,,,,22.75753,120.26594
99,99,100,樂田動物醫院,新北市三重區忠孝路2段102號 room,陳昭燕,02-29871289,lovefieldah@gmail.com,,22.75753,120.26594
100,100,101,擠哺企業社,新北市三重區福德北路32號1樓 room,林緯,02-29728916,waitlove2047@gmail.com,,22.75753,120.26594
101,101,102,美力狗寵物生活館,新北市三重區龍門路282號 room,張明賢,0958607640,,,22.75753,120.26594
102,102,103,瑪子狗寵物生活館,新北市三重區安慶街285號1樓 room,鄧羽晴,0966831109,,,22.75753,120.26594
103,103,104,魔幻專業貓舍,新北市三重區大勇街23號 room,黃力信,,,,22.75753,120.26594
104,104,105,亞意寵物名店,新北市三重區重陽路4段129號1樓 room,盧明宗,02-89858012,vipbaby1314@yahoo.com.tw,,22.75753,120.26594
105,105,106,社團法人臺灣咪可思關懷流浪動物協會,新北市三重區重陽路1段60巷34號1樓 room,王莘貴,02-29888055,,,22.75753,120.26594
106,106,107,森寵動物醫院三和分院,新北市三重區三和路2段164號2樓 room,陳冠廷,02-29762957#0921328411,,,22.75753,120.26594
107,107,108,金瑟喵屋,新北市三重區中正北路145巷1弄1號1樓 room,陳力瑋,0987654027,yangmei19921225@yahoo.com.tw,,22.75753,120.26594
108,108,109,鑫願貓舍,新北市三重區忠孝路3段40巷6-6號1樓 room,陳卉禎,,huivemma@gmail.com,,22.75753,120.26594
109,109,110,貴爵皇族緬因貓舍,新北市三重區重新路4段142巷13弄1號1樓 room,李怡萱,,,,22.75753,120.26594
110,110,111,歐櫟貓企業社,新北市三重區六張街113號1樓 room,蕭妤帆,,,,22.75753,120.26594
111,111,112,美麗貓國際專業貓舍,新北市三重區正義北路326號4樓 room,葉孟宗,0936167927,copy12324@yahoo.com.tw,,22.75753,120.26594
112,112,113,咪咪醬貓坊,新北市三重區自強路1段10之2號 room,郭育宏,0975266656,,,22.75753,120.26594
113,113,114,承大動物醫院,"新北市中和區連城路563號之1, 1樓 room",馬祥勝,0222239440,alex9572@ms49.hinet.net,,22.75753,120.26594
114,114,115,寶護動物醫院,新北市林口區中山路281號1樓 room,湯政道,86012219,bowwho281@gmail.com,,22.75753,120.26594
115,115,116,協和獸醫院,新北市中和區景平路167號一樓 room,劉金鴻,0229401781,sheiho167@gmail.com,,22.75753,120.26594
116,116,117,員山動物醫院,新北市中和區中山路二段577號 room,李家豪,0222234519,nyu22234519@yahoo.com.tw,,22.75753,120.26594
117,117,118,亞東動物醫院,新北市中和區仁和里6鄰中正路639號一樓 room,范成棟,0222218515,man639@pchome.com.tw,,22.75753,120.26594
118,118,119,康寶動物醫院,新北市中和區中興里1鄰中興街130號 room,游秀彬,0222455686,niki.yu@msa.hinet.net,,22.75753,120.26594
119,119,120,中日動物醫院,新北市中和區中山路三段2號1F room,吳承興,0222263639,pili90w00@yahoo.com.tw,,22.75753,120.26594
120,120,121,景新動物醫院,新北市中和區景新街473號 room,胡世雄,0229475505,vetehu@gmail.com,,22.75753,120.26594
121,121,122,名星動物醫院,新北市中和區景平路591號1樓 room,張惠致,0222451691,DR.22451691@yahoo.com.tw,,22.75753,120.26594
122,122,123,寵愛家畜醫院,新北市中和區連城路409號 room,邱堅山,0222214527,petanihl@ms29.hinet.net,,22.75753,120.26594
123,123,124,左岸動物醫院,新北市中和區福美里福祥路129號1樓 room,邱顯傑,0282453639,chiu-jack@yahoo.com.tw,,22.75753,120.26594
124,124,125,五信動物醫院,新北市中和區連城路358號1樓 room,陳大鈞,02-22218798,summer@ms70.url.com.tw,,22.75753,120.26594
125,125,126,仁心動物醫院,新北市中和區南華路60號1F room,連永川,02-22408865,zennowpurelan6@gmail.com,,22.75753,120.26594
126,126,127,福林動物醫院,新北市中和區中安街230號 room,葉銘松,02-29218867,sung660211@yahoo.com.tw,,22.75753,120.26594
127,127,128,全國動物醫院環球分院,新北市中和區中山路三段122號 room,許展誠,02-77312991,mealiya@vet.com.tw,,22.75753,120.26594
128,128,129,明佳動物醫院,新北市中和區宜安路125號 room,鄭宇光,29433709,vetguang421@gmail.com,,22.75753,120.26594
129,129,130,來來動物醫院,新北市中和區德光路29號 room,張康銘,8953875900#00,lailaihospital@yahoo.com.tw,,22.75753,120.26594
130,130,131,真正動物醫院,新北市中和區安平路220-1號 room,彭寶瑩,29489666,imbaoypgmail.com,,22.75753,120.26594
131,131,132,上品動物醫院,新北市中和區中山路二段167號1樓 room,陳梓逸,02-22455853,,,22.75753,120.26594
132,132,133,杏運草動物醫院,新北市中和區景平路489號1樓 room,黃玲頤,02-22436963,,,22.75753,120.26594
133,133,134,南勢角動物醫院,新北市中和區捷運路20號1樓 room,謝易軒,,,,22.75753,120.26594
134,134,135,依努動物醫院,新北市中和區安平路56號1樓 room,黃智琦,29436696,,,22.75753,120.26594
135,135,136,威安動物醫院,新北市中和區安平路25號 room,林沂嫻,02-29455050,,,22.75753,120.26594
136,136,137,有你真好寶貝寵物館,新北市中和區中山路三段81號 room,宋仁雄,0965589957,chole8828@gmail.com,,22.75753,120.26594
137,137,138,松樺喵喵坊,新北市中和區興南路2段192號1樓 room,陳雅芳,,,,22.75753,120.26594
138,138,139,凱特屋瞄瞄坊,新北市中和區連城路263巷9弄2號 room,廖玲惠,,liaolinghui2008@yahoo.com.tw,,22.75753,120.26594
139,139,140,環球購物中心股份有限公司中和分公司,新北市中和區中山路3段120號 room,孫英哲,02-22217108,info.wpet@gmail.com,,22.75753,120.26594
140,140,141,娜娜貓舍,新北市中和區立人街14巷6號1樓 room,沈玉玲,,aini2aini@yahoo.com.tw,,22.75753,120.26594
141,141,142,雯雯寵物坊,新北市中和區忠孝街144號1樓 room,黃曉亭,,hsiaoting0814@hotmail.com,,22.75753,120.26594
142,142,143,社團法人新北市照顧生命協會,新北市中和區安和路15號 room,徐金菊,02-26772161,,,22.75753,120.26594
143,143,144,長鴻寵物館,新北市中和區景平路396號 room,王煥偉,02-86688578,ninivya@hotmail.com,,22.75753,120.26594
144,144,145,脈脈貓舍,新北市中和區民德路146巷3號 room,孫英哲,,sunyingche@gmail.com,,22.75753,120.26594
145,145,146,非喵不可商行,新北市中和區興南路2段31巷8號 room,朱峻緯,,q20258788@gmail.com,,22.75753,120.26594
146,146,147,噹寶的家寵物店,新北市中和區員山路174巷7號 room,吳亞蒨,0222235229,Dumbodc@hotmail.com,,22.75753,120.26594
147,147,148,貝果動物醫院,新北市中和區安樂路75號 room,吳佳倩,02-31511107,,,22.75753,120.26594
148,148,149,慶生動物醫院,新北市永和區得和路261號 room,曹思源,2923-1301,VIVIBENVET@GMAIL.COM,,22.75753,120.26594
149,149,150,中盟動物醫院,新北市永和區中正路113號 room,鄭漢文,0229410466,hanwun@ms21.hinet.net,,22.75753,120.26594
150,150,151,中山家畜醫院,新北市永和區中山路一段29號 room,黃品翰,0229241658,pinhan@ms14.hinet.net,,22.75753,120.26594
151,151,152,雙和動物醫院,新北市永和區中正路196號1樓 room,趙安基,0229466633,david04030403@yahoo.com.tw,,22.75753,120.26594
152,152,153,延吉動物醫院,新北市永和區永貞路82號 room,陳俊傑,0229201883,j1j2chen@ms37.hinet.net,,22.75753,120.26594
153,153,154,永和獸醫院,新北市永和區光復里1鄰永和路二段336號 room,劉清風,0229229450,yunghovet1976@gmail.com,,22.75753,120.26594
154,154,155,泰安動物醫院,新北市永和區永貞路83號1F room,簡子寧,0286608932,j818591205@gmail.com,,22.75753,120.26594
155,155,156,成蹊動物醫院,新北市永和區中正路474號1F room,黃李傳,02-86608594,yib1978@yahoo.com.tw,,22.75753,120.26594
156,156,157,瑪雅動物醫院,新北市永和區中和路333號1樓 room,詹朝棟,02-89211948,chaotung@gmail.com,,22.75753,120.26594
157,157,158,錫安動物醫院,新北市永和區竹林路19號1F room,柯慧美,02-89255009,r90629019@ntu.edu.tw,,22.75753,120.26594
158,158,159,全國動物醫院永和分院,新北市永和區永貞路175號 room,王國芬,02-89231148,mealiya@vet.com.tw,,22.75753,120.26594
159,159,160,上和動物醫院,新北市永和區福和路75號1樓 room,黃國維,02-89218859,happy8ar@yahoo.com.tw,,22.75753,120.26594
160,160,161,向陽動物醫院,新北市永和區民權路7號1樓 room,黎俊伶,02-29432755,,,22.75753,120.26594
161,161,162,花田寵物森林坊error,新北市永和區中山路1段96號1樓 room,林煒欽,02-29251799,,,22.75753,120.26594
162,162,163,英皇貓舍,新北市永和區成功路1段125巷6號 room,余肇祥,,levi421@yahoo.com,,22.75753,120.26594
163,163,164,菲媌媌寵物坊,新北市永和區民族街27巷12號 room,劉昭君,,,,22.75753,120.26594
164,164,165,康展動物醫院,新北市永和區福和路316-1號 room,滕世平,02-29295098,kangzhanah@gmail.com,,22.75753,120.26594
165,165,166,唯光動物醫院,新北市永和區中正路714號1、2樓 room,李天惠,02-29206600#0989063177,,,22.75753,120.26594
166,166,167,遇見佩特,新北市永和區永利路154號 room,戴睿宏,0232330005,derrick0935@yahoo.com.tw,,22.75753,120.26594
167,167,168,護生動物醫院,新北市新莊區中和街93號 room,陳惠傑,0229972812,full.life@msa.hinet.net,,22.75753,120.26594
168,168,169,多多動物醫院,新北市新莊區中正路783號 room,江長全,0229044415,bbdefghi@ms38.hinet.net,,22.75753,120.26594
169,169,170,佳護動物醫院,新北市新莊區福壽街212號 room,楊永煌,0289917815,,,22.75753,120.26594
170,170,171,杏福獸醫院,新北市新莊區仁愛里幸福路73號 room,吳滄淙,0222779099,www.sfah@msa.hinet.net,,22.75753,120.26594
171,171,172,山盟動物醫院,新北市新莊區復興路二段90號 room,翁嘉男,0222775160,ongavet@gmail.com,,22.75753,120.26594
172,172,173,永吉家畜醫院,新北市新莊區全泰里新泰路158號 room,李坤昇,0222777627,timleevet@gmail.com,,22.75753,120.26594
173,173,174,新泰動物醫院,新北市新莊區新泰路385號 room,吳俊儒,0222769427,wwhc@ms24.hinet.net,,22.75753,120.26594
174,174,175,愛友家畜醫院,新北市新莊區海山里22鄰中正路427號之2 room,劉信念,0222013218,rr356626@ms38.hinet.net,,22.75753,120.26594
175,175,176,杰輝家畜醫院,新北市新莊區西盛街159號1F room,施斌烈,0222012881,s596@ms38.hinet.net,,22.75753,120.26594
176,176,177,丘原動物醫院,新北市新莊區中正路132號1樓 room,邱俊源,0229934631,zm0dt3u@ms1.timenet.net,,22.75753,120.26594
177,177,178,耕莘動物醫院,新北市新店區光明街157號 room,馬瞻,0229103882,leon1520@ms38.hinet.net,,22.75753,120.26594
178,178,179,宏明動物醫院,新北市新莊區中榮里3鄰中港路398號 room,王文典,0229988577,e448@ms38.hinet.net,,22.75753,120.26594
179,179,180,牧平動物醫院,新北市新莊區立德里公園路122號1樓 room,葉張平,89927273,hsyhsy@ara.seed.net.tw,,22.75753,120.26594
180,180,181,聖安動物醫院,新北市新莊區中港路256號 room,姚正峰,22776711,casper926@giga.net.tw,,22.75753,120.26594
181,181,182,快樂動物醫院,新北市新莊區福營路242號1樓 room,林鈺倩,02-29088772,linmimi777@yahoo.com.tw,,22.75753,120.26594
182,182,183,銘德動物醫院,新北市新莊區後港一路14號 room,吳銘宏,0222043333,jeminwu@yahoo.com.tw,,22.75753,120.26594
183,183,184,祐全動物醫院,新北市新莊區幸福路795號 room,陳翔祴,02-29975827,chenck12@yahoo.com.tw,,22.75753,120.26594
184,184,185,建安動物醫院,新北市新莊區建安街105號 room,蔡錕隆,82016943#00,***@**.**.**,,22.75753,120.26594
185,185,186,安安動物醫院,新北市新莊區雙鳳里雙鳳路105號1樓 room,蔡孟達,02-29013230,,,22.75753,120.26594
186,186,187,守護動物醫院,新北市新莊區中正路891-32號 room,林志豪,02-29047859,zhouse02@hotmail.com,,22.75753,120.26594
187,187,188,台灣寵物安養協會,新北市新莊區自信街31號12樓 room,鞠浩俊,0972989918,sm851107@gmail.com,,22.75753,120.26594
188,188,189,幸福寵物用品社,新北市新莊區幸福路570號1樓 room,林文賢,,,,22.75753,120.26594
189,189,190,新莊太僕動物醫院,新北市新莊區中正路853號1樓 room,林毓淳,0229089070#14,yclin@topet.net,,22.75753,120.26594
190,190,191,百合寵物生活館error,新北市板橋區中正路216巷117號 room,阮智文,0916626103,,,22.75753,120.26594
191,191,192,郁閔貓舍,新北市新莊區中港路103巷8號 room,王柏閔,,,,22.75753,120.26594
192,192,193,推薦的熊熊寵物館,新北市新莊區新北大道726號1樓 room,吳昭信,,tgdmotor@gmail.com,,22.75753,120.26594
193,193,194,嘟嘟好遇見你寵物生活館,新北市新莊區民安西路78巷4號1樓 room,李宥彤,0909627097,lee52197@yahoo.com.tw,,22.75753,120.26594
194,194,195,魏大夫動物醫院,新北市新莊區中原東路57號1樓 room,魏鵬儒,02-29900578,drweivet@gmail.com,,22.75753,120.26594
195,195,196,登華動物醫院,新北市新莊區龍安路256號2樓 room,王柏崴,,wonderfulvh@gmail.com,,22.75753,120.26594
196,196,197,宜加寵物生活館,新北市新莊區中正路380號1樓 room,黃文鵬,0289917700#0916740956,,,22.75753,120.26594
197,197,198,哈比動物醫院,新北市新莊區幸福路596號 room,邱裕盛,,,,22.75753,120.26594
198,198,199,飛躍動物醫院,新北市新莊區新莊區中原東路200號 room,周昱如,,leapvet@gmail.com,,22.75753,120.26594
199,199,200,森寵動物醫院新莊分院,新北市新莊區中正路2號 room,廖凱悅,0229966821,,,22.75753,120.26594
200,200,201,弘安獸醫院,新北市新店區北新三段146號1樓 room,陳霙廷,02-29162020,a984116@gmail.com,,22.75753,120.26594
201,201,202,康和動物醫院,新北市新店區中正路429號1樓 room,黃雪凌,0229181850,comehome@ms14.hinet.net,,22.75753,120.26594
202,202,203,永康動物醫院,新北市新店區北新路一段171號 room,徐于忠,0229127025,c1206774@ms9.hinet.net,,22.75753,120.26594
203,203,204,高登動物醫院,新北市新店區三民路106號 room,翁旭家,0229173512,a1212757@ms37.hinet.net,,22.75753,120.26594
204,204,205,來安動物醫院,新北市新店區公崙里18鄰安康路二段115-1號 room,黃呈超,0222118890,ab1219224132000@gmail.com,,22.75753,120.26594
205,205,206,誠恩動物醫院,新北市新店區民族路32號1樓 room,謝其焜,2910-1354,B8316021@YAHOO.COM.TW,,22.75753,120.26594
206,206,207,中友犬貓專科醫院,新北市新店區中正路19號 room,鍾文進,02-29153597,Wenchin.chung@msa.hinet.net,,22.75753,120.26594
207,207,208,康爾維動物醫院,新北市新店區安康路2段308號 room,黃孟博,02-86669595,dreamdoctor.tw@yahoo.com.tw,,22.75753,120.26594
208,208,209,美福動物醫院,新北市新店區安康路2段4號 room,蔡岡瑞,02-86665598,tppr1549@gmail.com,,22.75753,120.26594
209,209,210,喬伊寵物醫院,新北市新店區檳榔路9號 room,楊贊育,0229116955#00,myjoyvet@gmail.com,,22.75753,120.26594
210,210,211,惠安犬貓醫院,新北市新店區北新路2段94號 room,陳怡君,29142518#00,***@**.**.**,,22.75753,120.26594
